name,type,mappedLocationId,margin,freight,updatedAt,state,parentToChildDistance
MURTIZAPUR,LOCATION,,,,2023-10-19T17:42:01.455Z,MAHARASHTRA,
SOUTH 24 PARAGANAS,LOCATION,,,,2024-01-10T08:08:36.919Z,WEST BENGAL,59
TUMKUR,LOCATION,,,,2023-10-19T17:42:01.455Z,KARNATAKA,69
WARDHA,LOCATION,,,,2023-10-19T17:42:01.456Z,MAHARASHTRA,85
RAISEN,LOCATION,,,,2023-10-19T17:42:01.457Z,MADHYA PRADESH,32
MADHUBANI,LOCATION,,,,2023-10-19T17:42:01.457Z,BIHAR,
EAST GODAVARI,LOCATION,,,,2023-10-19T17:42:01.457Z,ANDHRA PRADESH,
PURBI CHAMPARAN,LOCATION,,,,2023-10-19T17:42:01.457Z,BIHAR,
SIKAR,LOCATION,,,,2023-10-19T17:42:01.457Z,RAJASTHAN,
NADIA,LOCATION,,,,2023-10-19T17:42:01.458Z,WEST BENGAL,
NALGONDA,LOCATION,,,,2023-10-19T17:42:01.458Z,TELANGANA,61
LATEHAR,LOCATION,,,,2023-10-19T17:42:01.458Z,JHARKHAND,87
MAHISAGAR,LOCATION,,,,2023-10-19T17:42:01.458Z,GUJARAT,
MALKANGIRI,LOCATION,,,,2023-10-19T17:42:01.458Z,ODISHA,128
NAGAUR,LOCATION,,,,2023-10-19T17:42:01.458Z,RAJASTHAN,
VADODARA,LOCATION,,,,2023-10-19T17:42:01.459Z,GUJARAT,
KHARGONE,LOCATION,,,,2024-06-03T14:33:33.658Z,MADHYA PRADESH,87
LONGLENG,LOCATION,,,,2023-10-19T17:42:01.459Z,NAGALAND,
CHENGALPET,LOCATION,,,,2023-10-19T17:42:01.460Z,TAMIL NADU,
MOKOKCHUNG,LOCATION,,,,2023-10-19T17:42:01.460Z,NAGALAND,
KANGRA,LOCATION,,,,2023-10-19T17:42:01.460Z,HIMACHAL PRADESH,
BAGALKOT,LOCATION,,,,2023-10-19T17:42:01.460Z,KARNATAKA,
KAIMUR (BHABUA),LOCATION,,,,2023-10-19T17:42:01.460Z,BIHAR,
TAPI,LOCATION,,,,2023-10-19T17:42:01.460Z,GUJARAT,
RI BHOI,LOCATION,,,,2023-10-19T17:42:01.460Z,MEGHALAYA,82
NAMAKKAL,LOCATION,,,,2023-10-19T17:42:01.462Z,TAMIL NADU,52
KUTCH,LOCATION,,,,2024-02-15T06:18:59.019Z,GUJARAT,
UTTARKASHI,LOCATION,,,,2023-10-19T17:42:01.462Z,UTTARAKHAND,
REASI,LOCATION,,,,2023-10-19T17:42:01.462Z,JAMMU AND KASHMIR,66
WAYANAD,LOCATION,,,,2023-10-19T17:42:01.463Z,KERALA,316
BANKA,LOCATION,,,,2023-10-19T17:42:01.463Z,BIHAR,
GWALIOR,LOCATION,,,,2023-10-19T17:42:01.463Z,MADHYA PRADESH,
GUMLA,LOCATION,,,,2023-10-19T17:42:01.464Z,JHARKHAND,
ARAVALLI,LOCATION,,,,2023-10-19T17:42:01.464Z,GUJARAT,125
AHMEDNAGAR,LOCATION,,,,2023-10-19T17:42:01.464Z,MAHARASHTRA,
EAST KAMENG,LOCATION,,,,2023-10-19T17:42:01.464Z,ARUNACHAL PRADESH,
MAHBUBNAGAR,LOCATION,,,,2023-12-13T13:05:28.874Z,TELANGANA,104
KARIMGANJ,LOCATION,,,,2023-10-19T17:42:01.465Z,ASSAM,
BARAMULLA,LOCATION,,,,2023-10-19T17:42:01.465Z,JAMMU AND KASHMIR,53
JAMNAGAR,LOCATION,,,,2023-10-19T17:42:01.465Z,GUJARAT,
AHMEDABAD,LOCATION,,,,2023-10-19T17:42:01.465Z,GUJARAT,
BALODA BAZAR,LOCATION,,,,2023-10-19T17:42:01.465Z,CHHATTISGARH,57
BALRAMPUR,LOCATION,,,,2023-10-19T17:42:01.466Z,CHHATTISGARH,109
TIRUVANNAMALAI,LOCATION,,,,2023-10-19T17:42:01.466Z,TAMIL NADU,87
SHIVPURI,LOCATION,,,,2023-10-19T17:42:01.467Z,MADHYA PRADESH,117
DAKSHIN KANNAD,LOCATION,,,,2023-10-19T17:42:01.467Z,KARNATAKA,
SONEPUR,LOCATION,,,,2023-10-19T17:42:01.467Z,ODISHA,
SHEIKHPURA,LOCATION,,,,2023-10-19T17:42:01.467Z,BIHAR,
GUNA,LOCATION,,,,2023-10-19T17:42:01.467Z,MADHYA PRADESH,166
PANNA,LOCATION,,,,2023-10-19T17:42:01.467Z,MADHYA PRADESH,
KURNOOL,LOCATION,,,,2023-10-19T17:42:01.453Z,ANDHRA PRADESH,146
GURUGRAM,LOCATION,,,,2024-06-15T04:37:47.888Z,HARYANA,39
JIND,LOCATION,,,,2023-10-19T17:42:01.453Z,HARYANA,70
UJJAIN,LOCATION,,,,2023-10-19T17:42:01.454Z,MADHYA PRADESH,54
NUAPADA,LOCATION,,,,2023-10-19T17:42:01.454Z,ODISHA,133
ETAH,LOCATION,,,,2023-10-19T17:42:01.455Z,UTTAR PRADESH,83
PANCHMAHAL,LOCATION,,,,2024-06-15T04:28:55.730Z,GUJARAT,79
SOLAPUR,LOCATION,,,,2023-10-19T17:42:01.455Z,MAHARASHTRA,
PASHCHIM CHAMPARAN,LOCATION,,,,2023-10-19T17:42:01.455Z,BIHAR,94
LATUR,LOCATION,,,,2023-10-19T17:42:01.456Z,MAHARASHTRA,135
DAHOD,LOCATION,,,,2023-10-19T17:42:01.456Z,GUJARAT,
LOWER SUBANSIRI,LOCATION,,,,2023-10-19T17:42:01.456Z,ARUNACHAL PRADESH,
SATNA,LOCATION,,,,2024-06-15T04:32:52.862Z,MADHYA PRADESH,109
DEWAS,LOCATION,,,,2024-06-15T04:32:23.101Z,MADHYA PRADESH,40
BARNALA,LOCATION,,,,2023-10-19T17:42:01.456Z,PUNJAB,74
RAIPUR,LOCATION,,,,2023-10-26T16:17:44.037Z,CHHATTISGARH,
BANDIPORA,LOCATION,,,,2023-10-19T17:42:01.457Z,JAMMU AND KASHMIR,
PATHANAMTHITTA,LOCATION,,,,2023-10-19T17:42:01.458Z,KERALA,57
KULGAM,LOCATION,,,,2023-10-19T17:42:01.458Z,JAMMU AND KASHMIR,18
BALOD,LOCATION,,,,2023-10-19T17:42:01.458Z,CHHATTISGARH,
SUKMA,LOCATION,,,,2023-10-19T17:42:01.458Z,CHHATTISGARH,78
JALAUN,LOCATION,,,,2023-10-19T17:42:01.458Z,UTTAR PRADESH,132
BAHRAICH,LOCATION,,,,2023-10-19T17:42:01.459Z,UTTAR PRADESH,99
PATIALA,LOCATION,,,,2023-10-19T17:42:01.459Z,PUNJAB,70
GHAZIPUR,LOCATION,,,,2023-10-19T17:42:01.460Z,UTTAR PRADESH,82
YADGIR,LOCATION,,,,2023-10-19T17:42:01.460Z,KARNATAKA,
BULDHANA,LOCATION,,,,2023-10-19T17:42:01.460Z,MAHARASHTRA,
BOUDH,LOCATION,,,,2023-10-19T17:42:01.460Z,ODISHA,97
RUPNAGAR,LOCATION,,,,2023-10-19T17:42:01.460Z,PUNJAB,76
KAPURTHALA,LOCATION,,,,2023-10-19T17:42:01.460Z,PUNJAB,68
KAMAREDDY,LOCATION,,,,2023-10-19T17:42:01.460Z,TELANGANA,59
VIKARABAD,LOCATION,,,,2023-10-19T17:42:01.460Z,TELANGANA,
VIJAYAPURA,LOCATION,,,,2023-10-19T17:42:01.460Z,KARNATAKA,
NIZAMABAD,LOCATION,,,,2023-10-19T17:42:01.460Z,TELANGANA,
SHRAVASTI,LOCATION,,,,2023-10-19T17:42:01.461Z,UTTAR PRADESH,
SHEOPUR,LOCATION,,,,2023-10-19T17:42:01.461Z,MADHYA PRADESH,210
KARGIL,LOCATION,,,,2023-10-19T17:42:01.461Z,JAMMU AND KASHMIR,
CHENNAI,LOCATION,,,,2023-10-19T17:42:01.461Z,TAMIL NADU,
SIRMAUR,LOCATION,,,,2023-10-19T17:42:01.461Z,HIMACHAL PRADESH,
HOWRAH,LOCATION,,,,2024-07-18T05:40:46.247Z,WEST BENGAL,17
GOPALGANJ,LOCATION,,,,2023-10-19T17:42:01.462Z,BIHAR,75
UNA,LOCATION,,,,2023-10-19T17:42:01.462Z,HIMACHAL PRADESH,
NUH,LOCATION,,,,2023-10-19T17:42:01.462Z,HARYANA,
CHANDAULI,LOCATION,,,,2024-05-14T06:22:06.486Z,UTTAR PRADESH,40
WEST GODAVARI,LOCATION,,,,2024-07-01T11:28:01.298Z,ANDHRA PRADESH,
DHANBAD,LOCATION,,,,2023-10-19T17:42:01.463Z,JHARKHAND,
SATARA,LOCATION,,,,2024-06-15T04:29:41.848Z,MAHARASHTRA,112
BHARUCH,LOCATION,,,,2023-10-19T17:42:01.463Z,GUJARAT,
NORTH 24 PARAGANAS,LOCATION,,,,2024-01-10T09:00:47.457Z,WEST BENGAL,8
SOUTH GOA,LOCATION,,,,2023-10-19T17:42:01.463Z,GOA,66
SANGLI,LOCATION,,,,2023-10-19T17:42:01.463Z,MAHARASHTRA,46
AKOLA,LOCATION,,,,2023-10-19T17:42:01.464Z,MAHARASHTRA,
FATEHABAD,LOCATION,,,,2023-10-19T17:42:01.464Z,HARYANA,50
PURBA MEDINIPUR,LOCATION,,,,2023-10-19T17:42:01.464Z,WEST BENGAL,125
CHANDIGARH,LOCATION,,,,2023-10-19T17:42:01.464Z,CHANDIGARH,
JALGAON,LOCATION,,,,2023-10-19T17:42:01.464Z,MAHARASHTRA,
JUNAGADH,LOCATION,,,,2023-10-19T17:42:01.464Z,GUJARAT,
SARAIKELA KHARSAWAN,LOCATION,,,,2023-10-19T17:42:01.465Z,JHARKHAND,92
GOLAGHAT,LOCATION,,,,2023-10-19T17:42:01.465Z,ASSAM,120
NIMRANI,LOCATION,,,,2023-10-19T17:42:01.465Z,MADHYA PRADESH,
BHIND,LOCATION,,,,2023-10-19T17:42:01.465Z,MADHYA PRADESH,78
DIMAPUR,LOCATION,,,,2023-10-19T17:42:01.465Z,NAGALAND,
MAMIT,LOCATION,,,,2023-10-19T17:42:01.466Z,MIZORAM,
BANDA,LOCATION,,,,2023-10-19T17:42:01.466Z,UTTAR PRADESH,53
KARUR,LOCATION,,,,2023-10-19T17:42:01.466Z,TAMIL NADU,82
RAIGAD,LOCATION,,,,2024-06-27T13:52:39.531Z,MAHARASHTRA,
CHAMOLI,LOCATION,,,,2023-10-19T17:42:01.453Z,UTTARAKHAND,
WASHIM,LOCATION,,,,2023-10-19T17:42:01.453Z,MAHARASHTRA,134
PUDUCHERRY,LOCATION,,,,2023-10-19T17:42:01.454Z,PUDUCHERRY,
KATHUA,LOCATION,,,,2023-10-19T17:42:01.454Z,JAMMU AND KASHMIR,84
NARMADA,LOCATION,,,,2023-10-19T17:42:01.454Z,GUJARAT,
WEST JAINTIA HILLS,LOCATION,,,,2023-10-19T17:42:01.454Z,MEGHALAYA,55
KONDAGAON,LOCATION,,,,2023-10-19T17:42:01.454Z,CHHATTISGARH,129
BUNDI,LOCATION,,,,2023-10-19T17:42:01.454Z,RAJASTHAN,
NASHIK,LOCATION,,,,2023-10-19T17:42:01.455Z,MAHARASHTRA,
ARIYALUR,LOCATION,,,,2023-10-19T17:42:01.455Z,TAMIL NADU,127
VIZIANAGARAM,LOCATION,,,,2023-10-19T17:42:01.455Z,ANDHRA PRADESH,65
NAGAON,LOCATION,,,,2023-10-19T17:42:01.456Z,ASSAM,132
SHEOHAR,LOCATION,,,,2023-10-19T17:42:01.456Z,BIHAR,
BHOJPUR,LOCATION,,,,2023-10-19T17:42:01.456Z,BIHAR,75
MEDAK,LOCATION,,,,2023-10-19T17:42:01.457Z,TELANGANA,
NORTH GOA,LOCATION,,,,2023-10-19T17:42:01.457Z,GOA,
BHIWANI,LOCATION,,,,2023-10-19T17:42:01.457Z,HARYANA,63
POONCH,LOCATION,,,,2023-10-19T17:42:01.457Z,JAMMU AND KASHMIR,
EAST SIANG,LOCATION,,,,2023-10-19T17:42:01.457Z,ARUNACHAL PRADESH,
UPPER SUBANSIRI,LOCATION,,,,2023-10-19T17:42:01.457Z,ARUNACHAL PRADESH,
CHURU,LOCATION,,,,2023-10-19T17:42:01.458Z,RAJASTHAN,51
BAKSA,LOCATION,,,,2023-10-19T17:42:01.458Z,ASSAM,
HAMIRPUR(UP),LOCATION,,,,2023-10-19T17:42:01.459Z,UTTAR PRADESH,61
HATHRAS,LOCATION,,,,2023-10-19T17:42:01.459Z,UTTAR PRADESH,51
BANKURA,LOCATION,,,,2023-10-19T17:42:01.459Z,WEST BENGAL,114
ALIPURDUAR,LOCATION,,,,2023-10-19T17:42:01.459Z,WEST BENGAL,
HARIDWAR,LOCATION,,,,2023-10-19T17:42:01.459Z,UTTARAKHAND,
WEST SIKKIM,LOCATION,,,,2023-10-19T17:42:01.459Z,SIKKIM,61
FAIZABAD,LOCATION,,,,2023-10-19T17:42:01.459Z,UTTAR PRADESH,
CHANDRAPUR,LOCATION,,,,2023-10-19T17:42:01.459Z,MAHARASHTRA,152
BASTI,LOCATION,,,,2023-10-19T17:42:01.460Z,UTTAR PRADESH,77
ALIRAJPUR,LOCATION,,,,2023-10-19T17:42:01.460Z,MADHYA PRADESH,
RAYAGADA,LOCATION,,,,2023-10-19T17:42:01.460Z,ODISHA,110
EAST GARO HILLS,LOCATION,,,,2023-10-19T17:42:01.461Z,MEGHALAYA,
RAIGARH,LOCATION,,,,2023-10-19T17:42:01.461Z,CHHATTISGARH,
KUSHI NAGAR,LOCATION,,,,2023-10-19T17:42:01.461Z,UTTAR PRADESH,54
HISAR,LOCATION,,,,2023-10-19T17:42:01.461Z,HARYANA,
SURGUJA,LOCATION,,,,2023-10-19T17:42:01.462Z,CHHATTISGARH,
AMRITSAR,LOCATION,,,,2023-10-19T17:42:01.462Z,PUNJAB,
KISHTWAR,LOCATION,,,,2023-10-19T17:42:01.462Z,JAMMU AND KASHMIR,
JAMUI,LOCATION,,,,2023-10-19T17:42:01.462Z,BIHAR,92
NALANDA,LOCATION,,,,2023-10-19T17:42:01.462Z,BIHAR,65
DURG,LOCATION,,,,2023-10-19T17:42:01.463Z,CHHATTISGARH,39
CHARKHI DADRI,LOCATION,,,,2023-10-19T17:42:01.463Z,HARYANA,
PALAMU,LOCATION,,,,2023-10-19T17:42:01.464Z,JHARKHAND,145
ALWAR,LOCATION,,,,2023-10-19T17:42:01.464Z,RAJASTHAN,
BAREILLY,LOCATION,,,,2023-10-19T17:42:01.464Z,UTTAR PRADESH,
MALAPPURAM,LOCATION,,,,2023-10-19T17:42:01.465Z,KERALA,86
GOALPARA,LOCATION,,,,2023-10-19T17:42:01.465Z,ASSAM,130
KOLKATA,LOCATION,,,,2024-06-10T11:15:16.709Z,WEST BENGAL,
MADURAI,LOCATION,,,,2023-10-19T17:42:01.465Z,TAMIL NADU,
KAMRUP METROPOLITAN,LOCATION,,,,2023-10-19T17:42:01.465Z,ASSAM,25
DEVBHUMI DWARKA,LOCATION,,,,2023-10-19T17:42:01.465Z,GUJARAT,
VIDISHA,LOCATION,,,,2023-10-19T17:42:01.466Z,MADHYA PRADESH,
SAMBALPUR,LOCATION,,,,2023-10-19T17:42:01.466Z,ODISHA,90
TINSUKIA,LOCATION,,,,2023-10-19T17:42:01.467Z,ASSAM,47
SAHARSA,LOCATION,,,,2023-10-19T17:42:01.467Z,BIHAR,
KANKER,LOCATION,,,,2023-10-19T17:42:01.467Z,CHHATTISGARH,
SENAPATI,LOCATION,,,,2023-10-19T17:42:01.467Z,MANIPUR,
MANDI,LOCATION,,,,2023-10-19T17:42:01.467Z,HIMACHAL PRADESH,
JAGITIAL,LOCATION,,,,2023-10-19T17:42:01.467Z,TELANGANA,99
SEHORE,LOCATION,,,,2023-10-19T17:42:01.467Z,MADHYA PRADESH,38
SOUTH TRIPURA,LOCATION,,,,2023-10-19T17:42:01.468Z,TRIPURA,
WEST TRIPURA,LOCATION,,,,2023-10-19T17:42:01.468Z,TRIPURA,
KANPUR DEHAT,LOCATION,,,,2024-06-14T09:32:59.405Z,UTTAR PRADESH,66
KOTA,LOCATION,,,,2023-10-19T17:42:01.453Z,RAJASTHAN,
RAJSAMAND,LOCATION,,,,2023-10-19T17:42:01.454Z,RAJASTHAN,61
KRA DAADI,LOCATION,,,,2023-10-19T17:42:01.454Z,ARUNACHAL PRADESH,
MUNGELI,LOCATION,,,,2023-10-19T17:42:01.454Z,CHHATTISGARH,51
KARIMNAGAR,LOCATION,,,,2023-10-19T17:42:01.454Z,TELANGANA,133
JHARSUGUDA,LOCATION,,,,2023-10-19T17:42:01.454Z,ODISHA,
ICHALKARANJI,LOCATION,,,,2023-10-19T17:42:01.455Z,MAHARASHTRA,
KALIMPONG,LOCATION,,,,2023-10-19T17:42:01.455Z,WEST BENGAL,
JABALPUR,LOCATION,,,,2023-10-19T17:42:01.456Z,MADHYA PRADESH,
DADRA,LOCATION,,,,2023-10-19T17:42:01.456Z,DNHDD,0
SHOPIAN,LOCATION,,,,2023-10-19T17:42:01.457Z,JAMMU AND KASHMIR,33
MADHEPURA,LOCATION,,,,2023-10-19T17:42:01.457Z,BIHAR,22
KUPWARA,LOCATION,,,,2023-10-19T17:42:01.457Z,JAMMU AND KASHMIR,69
FARIDKOT,LOCATION,,,,2023-10-19T17:42:01.457Z,PUNJAB,69
KURUKSHETRA,LOCATION,,,,2023-10-19T17:42:01.457Z,HARYANA,
BARWANI,LOCATION,,,,2023-10-19T17:42:01.457Z,MADHYA PRADESH,
PAKUR,LOCATION,,,,2023-10-19T17:42:01.458Z,JHARKHAND,106
KOLAR,LOCATION,,,,2023-10-19T17:42:01.458Z,KARNATAKA,65
SEPAHIJALA,LOCATION,,,,2023-10-19T17:42:01.458Z,TRIPURA,
NEEMUCH,LOCATION,,,,2023-10-19T17:42:01.459Z,MADHYA PRADESH,
KHAMMAM,LOCATION,,,,2023-10-19T17:42:01.459Z,TELANGANA,60
WANAPARTHY,LOCATION,,,,2023-10-19T17:42:01.459Z,TELANGANA,
KODAGU,LOCATION,,,,2023-10-19T17:42:01.460Z,KARNATAKA,107
BALLARI,LOCATION,,,,2023-10-19T17:42:01.461Z,KARNATAKA,
SOUTH WEST GARO HILLS,LOCATION,,,,2023-10-19T17:42:01.461Z,MEGHALAYA,58
SULTANPUR,LOCATION,,,,2023-10-19T17:42:01.461Z,UTTAR PRADESH,59
COOCH BEHAR,LOCATION,,,,2023-10-19T17:42:01.461Z,WEST BENGAL,
JORHAT,LOCATION,,,,2023-10-19T17:42:01.462Z,ASSAM,
GANDERBAL,LOCATION,,,,2023-10-19T17:42:01.463Z,JAMMU AND KASHMIR,18
NAGDA,LOCATION,,,,2023-10-19T17:42:01.463Z,MADHYA PRADESH,
PULWAMA,LOCATION,,,,2023-10-19T17:42:01.463Z,JAMMU AND KASHMIR,39
SONIPAT,LOCATION,,,,2024-07-18T05:41:29.326Z,HARYANA,48
DUMKA,LOCATION,,,,2023-10-19T17:42:01.464Z,JHARKHAND,66
ROHTAS,LOCATION,,,,2023-10-19T17:42:01.464Z,BIHAR,
BALANGIR,LOCATION,,,,2023-10-19T17:42:01.464Z,ODISHA,
BHARATPUR,LOCATION,,,,2023-10-19T17:42:01.464Z,RAJASTHAN,56
KANCHEEPURAM,LOCATION,,,,2023-12-12T04:55:31.388Z,TAMIL NADU,74
PARBHANI,LOCATION,,,,2023-10-19T17:42:01.465Z,MAHARASHTRA,147
CHIKBALLAPUR,LOCATION,,,,2023-10-19T17:42:01.466Z,KARNATAKA,
WARANGAL,LOCATION,,,,2023-10-19T17:42:01.466Z,TELANGANA,
SAMBHAL,LOCATION,,,,2023-10-19T17:42:01.466Z,UTTAR PRADESH,39
GANGANAGAR,LOCATION,,,,2023-10-19T17:42:01.466Z,RAJASTHAN,
WOKHA,LOCATION,,,,2023-10-19T17:42:01.466Z,NAGALAND,
PHEK,LOCATION,,,,2023-10-19T17:42:01.467Z,NAGALAND,
VILLUPURAM,LOCATION,,,,2023-10-19T17:42:01.467Z,TAMIL NADU,43
CHHATARPUR,LOCATION,,,,2023-10-19T17:42:01.467Z,MADHYA PRADESH,
BANSWARA,LOCATION,,,,2023-10-19T17:42:01.467Z,RAJASTHAN,
NAYAGARH,LOCATION,,,,2023-10-19T17:42:01.468Z,ODISHA,
HANUMANGARH,LOCATION,,,,2023-10-19T17:42:01.468Z,RAJASTHAN,63
BARMER,LOCATION,,,,2023-10-19T17:42:01.465Z,RAJASTHAN,
TIRUNELVELI,LOCATION,,,,2023-10-19T17:42:01.465Z,TAMIL NADU,
SAMBA,LOCATION,,,,2023-10-19T17:42:01.465Z,JAMMU AND KASHMIR,42
GADCHIROLI,LOCATION,,,,2023-10-19T17:42:01.465Z,MAHARASHTRA,
BEMETARA,LOCATION,,,,2023-10-19T17:42:01.466Z,CHHATTISGARH,
KALABURAGI,LOCATION,,,,2023-10-19T17:42:01.466Z,KARNATAKA,
OSMANABAD,LOCATION,,,,2023-10-19T17:42:01.466Z,MAHARASHTRA,
KOMARAM BHEEM ASIFABAD,LOCATION,,,,2023-10-19T17:42:01.466Z,TELANGANA,
HARDOI,LOCATION,,,,2023-10-19T17:42:01.467Z,UTTAR PRADESH,72
CHAMARAJANAGAR,LOCATION,,,,2023-10-19T17:42:01.467Z,KARNATAKA,60
BHADRADRI,LOCATION,,,,2023-10-19T17:42:01.467Z,TELANGANA,180
NANDURBAR,LOCATION,,,,2023-10-19T17:42:01.467Z,MAHARASHTRA,93
PURI,LOCATION,,,,2023-10-19T17:42:01.468Z,ODISHA,
AMROHA,LOCATION,,,,2023-10-19T17:42:01.468Z,UTTAR PRADESH,
AMETHI,LOCATION,,,,2023-10-19T17:42:01.468Z,UTTAR PRADESH,173
THENI,LOCATION,,,,2023-10-19T17:42:01.466Z,TAMIL NADU,76
CHAMPAWAT,LOCATION,,,,2023-10-19T17:42:01.467Z,UTTARAKHAND,130
NALBARI,LOCATION,,,,2023-10-19T17:42:01.467Z,ASSAM,76
JAJAPUR,LOCATION,,,,2023-10-19T17:42:01.467Z,ODISHA,76
DAUSA,LOCATION,,,,2023-10-19T17:42:01.467Z,RAJASTHAN,
DANTEWADA,LOCATION,,,,2023-10-19T17:42:01.467Z,CHHATTISGARH,
SITAPUR,LOCATION,,,,2023-10-19T17:42:01.468Z,UTTAR PRADESH,
PALI,LOCATION,,,,2023-10-19T17:42:01.469Z,RAJASTHAN,66
BALLIA,LOCATION,,,,2023-10-19T17:42:01.468Z,UTTAR PRADESH,
MUMBAI SUBURBAN,LOCATION,,,,2023-10-19T17:42:01.468Z,MAHARASHTRA,28
TEHRI GARHWAL,LOCATION,,,,2023-10-19T17:42:01.468Z,UTTARAKHAND,123
MATHURA,LOCATION,,,,2023-10-19T17:42:01.469Z,UTTAR PRADESH,56
KATIHAR,LOCATION,,,,2023-10-19T17:42:01.469Z,BIHAR,31
NANDED,LOCATION,,,,2023-10-19T17:42:01.470Z,MAHARASHTRA,
BHAGALPUR,LOCATION,,,,2023-10-19T17:42:01.470Z,BIHAR,46
GARHWA,LOCATION,,,,2023-10-19T17:42:01.470Z,JHARKHAND,
DHEMAJI,LOCATION,,,,2023-10-19T17:42:01.470Z,ASSAM,70
SAHARANPUR,LOCATION,,,,2023-10-19T17:42:01.470Z,UTTAR PRADESH,72
HAZARIBAGH,LOCATION,,,,2023-10-19T17:42:01.470Z,JHARKHAND,60
DIBANG VALLEY,LOCATION,,,,2023-10-19T17:42:01.470Z,ARUNACHAL PRADESH,
DINDIGUL,LOCATION,,,,2023-10-19T17:42:01.471Z,TAMIL NADU,63
UDHAM SINGH NAGAR,LOCATION,,,,2023-10-19T17:42:01.471Z,UTTARAKHAND,
SHRIRAMPUR,LOCATION,,,,2023-10-19T17:42:01.471Z,MAHARASHTRA,
BIKANER,LOCATION,,,,2023-10-19T17:42:01.471Z,RAJASTHAN,
KASARAGOD,LOCATION,,,,2023-10-19T17:42:01.471Z,KERALA,91
WEST KHASI HILLS,LOCATION,,,,2023-10-19T17:42:01.471Z,MEGHALAYA,97
KASGANJ,LOCATION,,,,2023-10-19T17:42:01.471Z,UTTAR PRADESH,
CHHOTAUDEPUR,LOCATION,,,,2023-10-19T17:42:01.472Z,GUJARAT,
SIDDHARTH NAGAR,LOCATION,,,,2023-10-19T17:42:01.473Z,UTTAR PRADESH,98
ANUGUL,LOCATION,,,,2023-10-19T17:42:01.473Z,ODISHA,
PRATAPGARH,LOCATION,,,,2023-10-19T17:42:01.473Z,RAJASTHAN,173
GARIYABAND,LOCATION,,,,2023-10-19T17:42:01.473Z,CHHATTISGARH,93
BISHNUPUR,LOCATION,,,,2023-10-19T17:42:01.468Z,MANIPUR,
RAMANATHAPURAM,LOCATION,,,,2023-10-19T17:42:01.468Z,TAMIL NADU,
NORTH TRIPURA,LOCATION,,,,2023-10-19T17:42:01.468Z,TRIPURA,
JODHPUR,LOCATION,,,,2023-10-19T17:42:01.469Z,RAJASTHAN,
MALDA,LOCATION,,,,2023-10-19T17:42:01.469Z,WEST BENGAL,
RAJNANDGAON,LOCATION,,,,2023-10-19T17:42:01.469Z,CHHATTISGARH,71
GANDHINAGAR,LOCATION,,,,2023-10-19T17:42:01.469Z,GUJARAT,26
Y.S.R.,LOCATION,,,,2023-10-19T17:42:01.469Z,ANDHRA PRADESH,
DHARWAD,LOCATION,,,,2023-10-19T17:42:01.470Z,KARNATAKA,
MOGA,LOCATION,,,,2023-10-19T17:42:01.470Z,PUNJAB,67
MANSA,LOCATION,,,,2023-10-19T17:42:01.470Z,PUNJAB,57
SOUTH SIKKIM,LOCATION,,,,2023-10-19T17:42:01.470Z,SIKKIM,
GANJAM,LOCATION,,,,2023-10-19T17:42:01.471Z,ODISHA,
THANE,LOCATION,,,,2023-10-19T17:42:01.471Z,MAHARASHTRA,
YANAM,LOCATION,,,,2023-10-19T17:42:01.471Z,PUDUCHERRY,
NIRMAL,LOCATION,,,,2023-10-19T17:42:01.471Z,TELANGANA,67
KHERI,LOCATION,,,,2023-10-19T17:42:01.471Z,UTTAR PRADESH,
AZAMGARH,LOCATION,,,,2023-10-19T17:42:01.472Z,UTTAR PRADESH,
KENDUJHAR,LOCATION,,,,2023-10-19T17:42:01.472Z,ODISHA,122
UMARIA,LOCATION,,,,2023-10-19T17:42:01.473Z,MADHYA PRADESH,64
KINNAUR,LOCATION,,,,2023-10-19T17:42:01.473Z,HIMACHAL PRADESH,
BIDAR,LOCATION,,,,2023-10-19T17:42:01.473Z,KARNATAKA,
CHANDEL,LOCATION,,,,2023-10-19T17:42:01.473Z,MANIPUR,
ALIGARH,LOCATION,,,,2023-10-19T17:42:01.473Z,UTTAR PRADESH,
MAHARAJGANJ,LOCATION,,,,2023-10-19T17:42:01.468Z,UTTAR PRADESH,54
HAMIRPUR,LOCATION,,,,2023-10-19T17:42:01.468Z,HIMACHAL PRADESH,66
SEONI,LOCATION,,,,2023-10-19T17:42:01.468Z,MADHYA PRADESH,69
MAHAD,LOCATION,,,,2023-10-19T17:42:01.468Z,MAHARASHTRA,
PANDHARPUR,LOCATION,,,,2023-10-19T17:42:01.469Z,MAHARASHTRA,
LOHIT,LOCATION,,,,2023-10-19T17:42:01.469Z,ARUNACHAL PRADESH,
YAMUNANAGAR,LOCATION,,,,2023-10-19T17:42:01.469Z,HARYANA,45
DADRA AND NAGAR HAVELI,LOCATION,,,,2024-07-01T11:28:13.715Z,DNHDD,6
BHANDARA,LOCATION,,,,2023-10-19T17:42:01.470Z,MAHARASHTRA,61
EAST SINGHBHUM,LOCATION,,,,2023-10-19T17:42:01.470Z,JHARKHAND,
VARANASI,LOCATION,,,,2023-12-14T07:54:41.639Z,UTTAR PRADESH,
ROHTAK,LOCATION,,,,2024-06-15T04:37:32.279Z,HARYANA,84
JHALAWAR,LOCATION,,,,2023-10-19T17:42:01.471Z,RAJASTHAN,89
